,index,City,Longitude,Latitude,MaxTemp,Humidity,Cloudiness,WindSpeed,Country,Date,CityID
526,571,Jaciara,-54.9683,-15.9653,81.54,74.0,71.0,6.46,BR,1638132203.0,3460355.0
527,572,São Félix do Xingu,-51.995,-6.6447,81.79,73.0,97.0,1.61,BR,1638132034.0,3388847.0
528,573,Whitehorse,-135.0538,60.7161,-5.03,84.0,20.0,3.44,CA,1638132205.0,6180550.0
529,574,Shakawe,21.85,-18.3667,75.54,55.0,84.0,3.98,BW,1638132207.0,933077.0
530,575,Hornepayne,-84.7705,49.2138,24.42,88.0,100.0,7.78,CA,1638132208.0,5977046.0
531,576,Port Augusta,137.7667,-32.5,57.34,44.0,0.0,5.84,AU,1638132209.0,2063056.0
532,577,Nagorsk,50.8078,59.3172,33.96,98.0,100.0,11.05,RU,1638132211.0,523583.0
533,578,Beringovskiy,179.3167,63.05,3.65,96.0,98.0,5.01,RU,1638132212.0,2126710.0
534,579,Tupik,119.9327,54.4253,-3.69,98.0,79.0,2.57,RU,1638132214.0,2014836.0
535,580,Ikungi,34.7667,-5.1333,68.09,60.0,66.0,10.42,TZ,1638132215.0,159267.0
536,581,Husavik,-17.3389,66.0449,28.31,95.0,100.0,5.06,IS,1638132216.0,2629833.0
537,582,Port Angeles,-123.4307,48.1181,55.17,94.0,90.0,3.44,US,1638132218.0,5807212.0
538,583,Palmer,-72.3287,42.1584,33.35,64.0,90.0,3.44,US,1638132219.0,4946620.0
539,584,San Quintín,-115.95,30.4833,72.54,36.0,0.0,10.83,MX,1638132221.0,3984997.0
540,585,Tondano,124.9112,1.3038,68.09,92.0,98.0,1.61,ID,1638132222.0,1623424.0
541,586,Punta de Bombón,-71.7931,-17.1717,67.96,75.0,99.0,6.76,PE,1638132223.0,3931255.0
542,587,Arua,30.9111,3.0201,64.81,88.0,52.0,2.48,UG,1638132225.0,235039.0
543,588,Pochutla,-96.4661,15.7432,85.05,49.0,98.0,6.62,MX,1638132226.0,3517970.0
544,589,Nhulunbuy,136.7667,-12.2333,75.81,88.0,75.0,0.0,AU,1638132228.0,2064735.0
545,590,Nouakchott,-15.9785,18.0858,75.13,32.0,91.0,19.26,MR,1638132152.0,2377450.0
546,591,Merauke,140.3333,-8.4667,79.97,80.0,100.0,3.74,ID,1638132230.0,2082539.0
547,592,Constitución,-72.4167,-35.3333,63.14,57.0,6.0,20.83,CL,1638132017.0,3893726.0
548,593,Huron,-82.5499,41.1501,38.64,83.0,95.0,15.79,US,1638132233.0,5158275.0
549,594,Shaowu,117.4831,27.3409,54.81,95.0,37.0,1.41,CN,1638132234.0,1795857.0
550,595,Walvis Bay,14.5053,-22.9575,59.95,88.0,0.0,5.75,NA,1638132236.0,3359638.0
551,598,Charcas,-101.1167,23.1333,67.75,38.0,71.0,2.66,MX,1638132240.0,4014501.0
552,599,Denpasar,115.2167,-8.65,76.66,88.0,20.0,1.14,ID,1638132167.0,1645528.0
553,600,Constantine,6.6147,36.365,40.95,68.0,41.0,15.21,DZ,1638132242.0,2501152.0
554,601,Kununurra,128.7333,-15.7667,75.18,94.0,47.0,0.0,AU,1638132236.0,2068110.0
555,602,Alice Springs,133.8833,-23.7,56.75,77.0,0.0,0.0,AU,1638132245.0,2077895.0
556,603,Xining,101.7667,36.6167,22.15,79.0,100.0,3.24,CN,1638132246.0,1788852.0
557,604,Natal,-35.2094,-5.795,84.85,74.0,20.0,12.66,BR,1638132248.0,3394023.0
558,605,Pahrump,-115.9839,36.2083,71.65,11.0,0.0,1.95,US,1638132249.0,5509851.0
559,606,Skibbereen,-9.2667,51.55,48.0,85.0,100.0,10.92,IE,1638132250.0,2961459.0
560,607,Gimbi,35.8333,9.1667,60.55,51.0,23.0,3.27,ET,1638132252.0,336496.0
561,608,Tomatlán,-105.25,19.9333,85.73,50.0,82.0,8.19,MX,1638132253.0,3981391.0
562,609,Kutum,24.6667,14.2,68.63,20.0,0.0,9.06,SD,1638132255.0,371745.0
563,610,Price,-110.8107,39.5994,52.86,30.0,1.0,3.44,US,1638132256.0,5545269.0
564,611,Mahon,4.2658,39.8885,45.16,81.0,20.0,8.05,ES,1638132005.0,2514301.0
